district,road_slot,lat,lon,customer_id,demand
Pontianak East,IV,-0.0288931452657386,109.35964090000572,C09_001,1.660934072833945
Pontianak East,IV,-0.0299144768671805,109.35916753140006,C09_002,1.1583176596280784
Pontianak East,IV,-0.0293583865565033,109.35835784594596,C09_003,1.7878968798670738
Pontianak East,IV,-0.0310489462174548,109.35859976019331,C09_004,1.546052043589046
Pontianak East,IV,-0.0313935063151814,109.35788049675612,C09_005,0.6412660218314743
Pontianak East,IV,-0.0304729195716453,109.35688713086984,C09_006,1.963433527455134
Pontianak East,IV,-0.0293412709978644,109.35826305298217,C09_007,1.6417095529855295
Pontianak East,IV,-0.031890021618615,109.35683717315062,C09_008,1.6790964579154308
Pontianak East,IV,-0.0258340462628609,109.35108249343466,C09_009,0.6921704490133188
Pontianak East,IV,-0.0274840323924214,109.35816122303146,C09_010,1.1755789068433506
Pontianak East,IV,-0.0269467766968815,109.36878725343946,C09_011,1.056197036348872
Pontianak East,IV,-0.0329284643444555,109.37427471263102,C09_012,1.8901474832729028
Pontianak East,IV,-0.0298722202223703,109.37025271473104,C09_013,1.4657976801209969
Pontianak East,IV,-0.0327213117647829,109.37090907770484,C09_014,1.734142419906245
Pontianak East,IV,-0.0282818829123691,109.36821123036248,C09_015,1.1651212982409966
Pontianak East,IV,-0.026602193081523,109.36328149739128,C09_016,0.8408580826771653
Pontianak East,IV,-0.0311056878389596,109.36640254897851,C09_017,1.3318771805237521
Pontianak East,IV,-0.030873729340197,109.36610278379602,C09_018,0.5957258841562629
Pontianak East,IV,-0.0360533395801149,109.3709317575954,C09_019,1.741446757988873
Pontianak East,IV,-0.0293043953699503,109.3641072905666,C09_020,1.4474965986830972
Pontianak East,IV,-0.0297359956663772,109.36354147855693,C09_021,1.6371316101280606
Pontianak East,IV,-0.0331801495619094,109.36150534771356,C09_022,1.0317889521948025
Pontianak East,IV,-0.0336267741871073,109.36195871796012,C09_023,1.9560470365923548
Pontianak East,IV,-0.0389881635328152,109.36698131098898,C09_024,1.8396816819832966
Pontianak East,IV,-0.0342169293243407,109.35838353117776,C09_025,1.6675752456106427
Pontianak East,IV,-0.0345768938286111,109.35799815043865,C09_026,0.7919580617779514
Pontianak East,IV,-0.0358050401715127,109.35915606473353,C09_027,1.2000815055905512
Pontianak East,IV,-0.0278750344872049,109.37457010714336,C09_028,0.5657056486808432
Pontianak East,IV,-0.0354697946583123,109.35394326137109,C09_029,0.7314342381013217
Pontianak East,IV,-0.0324141249437029,109.35233169417086,C09_030,1.524573429863682
Pontianak East,IV,-0.0319279485017062,109.35201151881829,C09_031,1.6171432338617258
Pontianak East,IV,-0.0290322613332142,109.34924155470078,C09_032,1.951264598651315
Pontianak East,IV,-0.0285368784036053,109.35596537546,C09_033,0.9887380372072279
Pontianak East,IV,-0.0293960207565432,109.3502736069669,C09_034,1.0556895590523032
Pontianak East,IV,-0.0442958441093867,109.35979974867128,C09_035,1.2043337169137118
Pontianak East,IV,-0.0413739415143936,109.36346578546645,C09_036,0.7842070386264286
Pontianak East,IV,-0.0398181590773283,109.36765507102508,C09_037,0.6948822580032075
Pontianak East,IV,-0.0391405213657663,109.36712715545262,C09_038,1.2135573893389007
Pontianak East,IV,-0.0459002858043192,109.37314662651534,C09_039,0.8403640235763261
Pontianak East,IV,-0.0553499165987001,109.38037520160526,C09_040,1.5047209920237656
Pontianak East,IV,-0.0361993491400655,109.37107937850446,C09_041,1.155727878308496
Pontianak East,IV,-0.0436108020183599,109.37791333559213,C09_042,1.749017294086756
Pontianak East,IV,-0.0511013447418223,109.383374182788,C09_043,1.5503976530033736
Pontianak East,IV,-0.0320551703274629,109.37241634787424,C09_044,0.9685499620730615
Pontianak East,IV,-0.0316747268791976,109.37282374462023,C09_045,1.7483897020928016
Pontianak East,IV,-0.0546422482782518,109.36850431605292,C09_046,1.7071465362452027
Pontianak East,IV,-0.0544407147996107,109.36840020938216,C09_047,1.0812175685452616
Pontianak East,IV,-0.0529066436900317,109.37053655502996,C09_048,0.9324921558953662
Pontianak East,IV,-0.0532808471871521,109.367557231791,C09_049,1.5237432559624633
Pontianak East,IV,-0.0531377427964565,109.36698528363726,C09_050,0.7096287254139647
Pontianak East,IV,-0.0513491779581667,109.36901294510824,C09_051,0.7998623037126624
Pontianak East,IV,-0.0523570933459886,109.367319714519,C09_052,0.5110434046265082
Pontianak East,IV,-0.0515977007114508,109.36832661294795,C09_053,1.6803865662532076
Pontianak East,IV,-0.0524120687434452,109.36651640732954,C09_054,1.497276284888048
Pontianak East,IV,-0.0515116987108853,109.36735579999126,C09_055,1.5577480679395026
Pontianak East,IV,-0.0516690129709695,109.36677039931506,C09_056,1.6710935465329517
Pontianak East,IV,-0.0516272974316373,109.36674427819948,C09_057,1.18837366330751
Pontianak East,IV,-0.0515116830694899,109.36589881901288,C09_058,1.3531117939293407
Pontianak East,IV,-0.0501907426407758,109.36744638170404,C09_059,0.7096954971914862
Pontianak East,IV,-0.0505720353414525,109.36635656729452,C09_060,0.6717951103039601
Pontianak East,IV,-0.0509093914383996,109.36546920421348,C09_061,1.5026044426857075
Pontianak East,IV,-0.0502669278923692,109.36494877471917,C09_062,1.2066443092146988
Pontianak East,IV,-0.049218751569762,109.3671411108212,C09_063,1.3478541597217832
Pontianak East,IV,-0.049897069980062,109.36470896327047,C09_064,1.6474982861240384
Pontianak East,IV,-0.0496499575247351,109.36450045007828,C09_065,1.4520774800008862
Pontianak East,IV,-0.0480091213579691,109.36649250863664,C09_066,1.3303691009869938
Pontianak East,IV,-0.0477524632066977,109.3665171205914,C09_067,1.3388107411181203
Pontianak East,IV,-0.0490567619001483,109.36449340303976,C09_068,0.9559251470939183
